-38.16671941,144.3792825
-38.16679924,144.3790419
-38.16609404,144.3802453
-38.16626245,144.3800599
-38.17803182,144.3978363
-38.1778628,144.3981303
-38.17640464,144.353032
-38.1764166,144.3529767
-38.15971956,144.3194721
-38.15998365,144.3198634
-38.14418006,144.3296782
-38.14404877,144.3297046
-38.1483684,144.3261343
-38.14862431,144.3262393
-38.16318324,144.3467439
-38.16374848,144.3466397
-38.15851342,144.3269077
-38.1588271,144.3268456
-38.15677498,144.3457814
-38.15676167,144.3457337
-38.15209622,144.3414782
-38.15251547,144.3414021
-38.16024356,144.3577457
-38.16025002,144.3577635
-38.16002057,144.36039
-38.16006739,144.3604123
-38.14474645,144.3458309
-38.14475208,144.3460011
-38.15493151,144.3718637
-38.15494193,144.3717077
-38.16254857,144.3564265
-38.16261223,144.3566565
-38.15342809,144.3515254
-38.15348898,144.3514626
-38.15076111,144.3733061
-38.15063893,144.3728807
-38.13354183,144.3186661
-38.13359309,144.3191606
-38.14481199,144.350255
-38.14477749,144.3503208
-38.14429615,144.3593358
-38.14437252,144.3593834
-38.14325216,144.3604559
-38.14321105,144.3605694
-38.14399889,144.3492017
-38.14393483,144.3492209
-38.14754751,144.3577029
-38.14749492,144.3577274
-38.14651689,144.360463
-38.14610136,144.3606466
-38.09741733,144.3625143
-38.09776276,144.3624447
-38.11131775,144.3438887
-38.111224,144.3439068
-38.11546635,144.3577407
-38.11549744,144.3580134
-38.11043136,144.3434005
-38.11045346,144.3435676
-38.09853831,144.3683551
-38.09914764,144.36824
-38.1226674,144.3469145
-38.12265963,144.347085
-38.10024437,144.3658965
-38.10019321,144.3659063
-38.1043993,144.3478657
-38.10433089,144.3479979
-38.10459348,144.3493
-38.10406858,144.3494029
-38.11275322,144.3453417
-38.11251017,144.3455642
-38.1096027,144.3381185
-38.10875609,144.3382874
-38.10849768,144.3400198
-38.10848966,144.3399878
-38.11622604,144.3267753
-38.11614519,144.3269615
-38.10392839,144.3399253
-38.10441965,144.3398282
-38.1041226,144.3602191
-38.10441155,144.3604326
-38.11096219,144.3251344
-38.11085652,144.3254098
-38.09580124,144.3243671
-38.09600879,144.3243274
-38.13116112,144.343029
-38.1312236,144.3432619
-38.14026946,144.3363269
-38.14041581,144.3363549
-38.10311753,144.3312421
-38.10263113,144.3313322
-38.10052485,144.3466501
-38.10038534,144.346696
-38.10025468,144.346704
-38.1026124,144.3675354
-38.10278873,144.3689622
-38.13864432,144.3228921
-38.13867463,144.3230848
-38.10749828,144.3296037
-38.10751049,144.3297008
-38.13320269,144.3477086
-38.13317938,144.3475022
-38.16349277,144.3939545
-38.16342222,144.3940821
-38.18062111,144.3937097
-38.18071858,144.3937987
-38.1221283,144.3527749
-38.12219445,144.3529185
-38.15739104,144.3881818
-38.15717828,144.3882899
-38.18003883,144.3883964
-38.17998328,144.3884061
-38.16537695,144.3941303
-38.16541336,144.3944377
-38.1793817,144.3918271
-38.17936137,144.3919353
-38.17188367,144.4152605
-38.1708577,144.4154528
-38.1586468,144.3631324
-38.1587367,144.3631086
-38.07236768,144.3551914
-38.0723592,144.3549809
-38.13884449,144.3232279
-38.13871257,144.3233745
-38.17167102,144.3445192
-38.17110794,144.3451192
-38.11781764,144.3508193
-38.1179893,144.3507846
-38.12965967,144.322226
-38.13000161,144.3221557
-38.17678988,144.3349775
-38.17639513,144.3350493
-38.15662915,144.3715176
-38.15661882,144.3715223
-38.17379026,144.3237941
-38.17384425,144.3238834
-38.17851691,144.3238793
-38.17859003,144.3238629
-38.17504891,144.337044
-38.17485454,144.3370799
-38.16872012,144.3183113
-38.16945515,144.3181503
-38.17363106,144.3128231
-38.17365109,144.3129547
-38.15053979,144.3144882
-38.15041866,144.3142394
-38.16747735,144.3753383
-38.16752904,144.3751747
-38.16793354,144.327613
-38.16798023,144.3275083
-38.16036004,144.313445
-38.16032318,144.3135508
-38.16902798,144.327616
-38.16921766,144.327779
-38.17267281,144.3250239
-38.17262785,144.3252393
-38.17094702,144.3334208
-38.1709345,144.3334081
-38.18092134,144.3476182
-38.18088382,144.3472782
-38.17336858,144.3444148
-38.17343713,144.3445261
-38.14090565,144.3184318
-38.14075151,144.3184684
-38.15939021,144.3158516
-38.15929764,144.3158911
-38.13780928,144.3202021
-38.13738763,144.3202644
-38.06901473,144.3781785
