-38.2052774368356,144.320279526281
-38.2052116363808,144.320276470603
-38.2051712619072,144.32027562233
-38.2051309025956,144.320273859997
-38.2050905765558,144.320271187508
-38.205050294591,144.320267604468
-38.2050100711055,144.320263110351
-38.2049699170068,144.320257709326
-38.2049298429937,144.320251396434
-38.2048898636791,144.320244180275
-38.2048499971723,144.320236064755
-38.2048102469702,144.320227045178
-38.2045189351057,144.320167139425
-38.2588247677341,144.52999478043
-38.259197527994,144.52991922703
-38.1878022589136,144.321925698956
-38.1879020753515,144.322781560036
-38.2029251260917,144.325922241525
-38.2024565922756,144.326022956454
-38.1885097104252,144.32276471196
-38.1885804827331,144.322654352866
-38.1886184994613,144.322600518743
-38.188657045696,144.322547304475
-38.1995525584733,144.329889431153
-38.1994543139368,144.329781383983
-38.1964635119927,144.318626517453
-38.1966697365901,144.318265827964
-38.2049382031937,144.339523516658
-38.2048611157658,144.339651976714
-38.2702101706526,144.523356458663
-38.269706994178,144.523305175209
-38.190843430654,144.330369785547
-38.1915070357519,144.330621243981
-38.2062488367,144.338580399265
-38.2062636073234,144.338693402615
-38.1667194081849,144.379282546565
-38.1667992388599,144.379041889017
-38.1660940426911,144.380245276026
-38.1662624463469,144.380059937761
-38.1847737075034,144.388363648165
-38.1848918037615,144.388339469716
-38.192508451971,144.342247676685
-38.1919309925312,144.342345530479
-38.26646714438,144.541822118338
-38.2665655168066,144.541790946399
-38.268381907489,144.538227163731
-38.268349561687,144.538478971073
-38.2534124146817,144.539702859877
-38.2533224113016,144.538820117085
-38.2659273038714,144.536682534227
-38.2662592178001,144.536373276497
-38.2115871046399,144.325110285605
-38.2115949007246,144.325015941856
-38.1889621258126,144.343293403839
-38.1892549852404,144.343238652705
-38.1938500057857,144.31577197885
-38.1942787331705,144.316188876441
-38.1866820031189,144.317218590345
-38.1866160555958,144.317162846858
-38.2669313784874,144.522396911323
-38.2670227559428,144.522369790885
-38.1921252744598,144.344236747334
-38.1916053885588,144.344338086815
-38.1780318244933,144.397836301708
-38.1778628024345,144.398130295858
-38.2123359612177,144.320467589704
-38.2123990142781,144.320600424206
-38.0098189092049,144.409328742619
-38.0098107050679,144.409245977135
-38.0319488975994,144.39785195546
-38.0319592715673,144.397948506455
-38.0180326071296,144.386031833567
-38.0182849501955,144.386159457805
-38.0184823204307,144.386303164601
-38.0185225839234,144.386337340565
-38.0185540675866,144.386365889926
-38.0185851242709,144.386395174325
-38.0186157429692,144.386425185041
-38.018645919877,144.386455913097
-38.0186756329804,144.386487341054
-38.0187048820765,144.386519459806
-38.0187336562592,144.386552265185
-38.018761937116,144.386585739623
-38.0187897244439,144.386619874014
-38.0188170036343,144.386654659766
-38.0188522432904,144.386702231435
-38.0255122238511,144.421579185301
-38.0257333230765,144.421543407293
-38.0124381946579,144.432789217993
-38.0124660884406,144.433038046513
-38.0178815179474,144.385474347502
-38.0178459090825,144.385459002628
-38.0216111510683,144.410698830137
-38.0217282201742,144.410639799307
-38.1764046412034,144.353032038328
-38.1764165992691,144.352976734283
-38.1199982757806,144.632366635257
-38.120111924252,144.631960935
-38.1196314222169,144.63210448833
-38.1196985830832,144.631816930849
-38.1275024534867,144.699060817855
-38.1273818061808,144.699206932769
-38.1272469186391,144.699387584251
-38.1157487410228,144.663858435358
-38.1158484073428,144.663838059061
-38.1759410779872,144.704289848264
-38.1755215767783,144.705337123832
-38.117396095681,144.648774897827
-38.1169396666563,144.648860671026
-38.1186198838475,144.643705330444
-38.11859089485,144.643793251099
-38.1370277632456,144.705654165611
-38.1373128511189,144.705598421368
-38.1633478458654,144.560261195009
-38.1632553442258,144.559467614732
-38.1697842857664,144.716640028532
-38.1702017223278,144.7172385504
-38.171834486374,144.708403570426
-38.1719220014947,144.708195070538
-38.1721770348114,144.709329224504
